topology,algorithm,link sec ratio,num of calls,load,round,block_rate(t),block_rate(0),block_rate(1),block_rate(2),hop,link utilization,overused bw,security deviation (t),security deviation (0),security deviation (1),security deviation (2),exposure ratio(t),exposure ratio(0),exposure ratio(1),exposure ratio(2)
NSFNET,    SF,   0.600, 10000.000,  700.000,    5.000,   27.190,    0.000,   45.823,   46.458,    2.721,   66.516, 60870.000,    0.361,    0.641,    0.000,    0.000,   28.290,   50.153,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  700.000,    6.000,   27.780,    1.733,   45.712,   45.142,    2.942,   72.469, 61520.000,    0.336,    0.611,    0.000,    0.000,   31.243,   56.849,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  700.000,    7.000,   27.960,    0.000,   46.941,   45.437,    2.759,   65.443, 52730.000,    0.310,    0.566,    0.000,    0.000,   31.422,   57.365,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  700.000,    8.000,   27.090,    0.050,   45.470,   44.724,    2.895,   71.831, 51900.000,    0.299,    0.546,    0.000,    0.000,   36.310,   66.267,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  700.000,    9.000,   24.270,    0.000,   38.817,   41.609,    2.911,   69.573, 58510.000,    0.311,    0.594,    0.000,    0.000,   28.652,   54.739,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  700.000,   10.000,   23.670,    1.413,   39.607,   37.808,    2.916,   73.305, 60400.000,    0.327,    0.628,    0.000,    0.000,   25.245,   48.464,    0.000,    0.000

NSFNET,    SF,   0.600, 10000.000,  750.000,    1.000,   36.370,    0.000,   59.471,   61.794,    2.517,   55.759, 51360.000,    0.372,    0.591,    0.000,    0.000,   37.929,   60.305,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  750.000,    2.000,   26.130,    0.708,   43.775,   41.749,    2.795,   74.680, 53880.000,    0.315,    0.594,    0.000,    0.000,   32.164,   60.518,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  750.000,    3.000,   34.970,    0.648,   58.013,   57.919,    2.741,   63.162, 48820.000,    0.324,    0.528,    0.000,    0.000,   41.258,   67.311,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  750.000,    4.000,   27.280,    2.963,   43.670,   43.077,    2.921,   72.024, 55230.000,    0.319,    0.601,    0.000,    0.000,   26.910,   50.643,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  750.000,    5.000,   31.480,    0.350,   51.790,   52.744,    2.809,   68.935, 58990.000,    0.343,    0.588,    0.000,    0.000,   35.326,   60.681,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  750.000,    6.000,   33.410,    0.000,   54.626,   56.054,    2.623,   63.637, 55930.000,    0.357,    0.599,    0.000,    0.000,   34.207,   57.492,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  750.000,    7.000,   35.870,    0.000,   59.126,   59.220,    2.651,   60.016, 52840.000,    0.364,    0.593,    0.000,    0.000,   34.381,   55.989,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  750.000,    8.000,   24.600,    0.099,   40.511,   41.932,    2.790,   70.505, 47140.000,    0.272,    0.507,    0.000,    0.000,   37.834,   70.647,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  750.000,    9.000,   28.170,    0.501,   47.955,   45.195,    2.812,   70.913, 53900.000,    0.331,    0.598,    0.000,    0.000,   29.242,   52.882,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  750.000,   10.000,   28.790,    0.000,   47.881,   48.217,    2.766,   69.315, 55190.000,    0.344,    0.611,    0.000,    0.000,   30.189,   53.636,    0.000,    0.000

NSFNET,    SF,   0.600, 10000.000,  800.000,    1.000,   32.730,    0.075,   54.878,   54.241,    2.648,   69.847, 51660.000,    0.336,    0.565,    0.000,    0.000,   35.718,   60.024,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  800.000,    2.000,   27.260,    0.248,   44.346,   46.808,    2.868,   78.896, 48610.000,    0.279,    0.504,    0.000,    0.000,   34.664,   62.599,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  800.000,    3.000,   31.140,    0.555,   51.011,   51.384,    2.706,   69.689, 50760.000,    0.324,    0.566,    0.000,    0.000,   33.996,   59.430,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  800.000,    4.000,   34.530,    0.274,   57.682,   57.374,    2.858,   69.879, 57290.000,    0.342,    0.559,    0.000,    0.000,   35.010,   57.217,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  800.000,    5.000,   32.340,    1.475,   52.096,   53.741,    2.845,   72.507, 54310.000,    0.339,    0.582,    0.000,    0.000,   37.043,   63.597,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  800.000,    6.000,   27.400,    2.513,   43.266,   44.990,    2.868,   76.731, 60260.000,    0.318,    0.589,    0.000,    0.000,   29.272,   54.241,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  800.000,    7.000,   30.210,    1.425,   49.020,   48.671,    2.751,   71.763, 51340.000,    0.333,    0.600,    0.000,    0.000,   35.476,   63.910,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  800.000,    8.000,   28.110,    1.208,   44.766,   46.954,    2.852,   74.488, 53030.000,    0.323,    0.591,    0.000,    0.000,   33.626,   61.573,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  800.000,    9.000,   25.990,    0.423,   44.377,   42.001,    2.906,   78.992, 58650.000,    0.319,    0.590,    0.000,    0.000,   26.042,   48.148,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  800.000,   10.000,   25.760,    0.481,   41.585,   42.876,    2.775,   76.447, 49980.000,    0.301,    0.570,    0.000,    0.000,   28.196,   53.291,    0.000,    0.000
